iter	Logloss
797	0.4976248606
798	0.4974397155
799	0.4972380419
800	0.4971200901
801	0.4969614378
802	0.4968516558
803	0.4967343385
804	0.4965454654
805	0.4964076109
806	0.496301615
807	0.4961926838
808	0.4959854943
809	0.4958249215
810	0.4956254093
811	0.4955443962
812	0.4954002478
813	0.495228707
814	0.4950871368
815	0.4949428049
816	0.4947998992
817	0.4946729343
818	0.4945044349
819	0.4943471497
820	0.4942025922
821	0.4940690575
822	0.4939535217
823	0.4937879167
824	0.4936016584
825	0.4934538306
826	0.4933487955
827	0.4931722255
828	0.4930429205
829	0.4929265537
830	0.4927773283
831	0.4925946324
832	0.4924593473
833	0.4922606818
834	0.4920964466
835	0.4918976043
836	0.4917126786
837	0.4915036168
838	0.4914085659
839	0.4912982413
840	0.4911232076
841	0.4910173537
842	0.4909014726
843	0.490764106
844	0.4905828411
845	0.4904472119
846	0.4903170398
847	0.4901743525
848	0.4899973967
849	0.4897784812
850	0.4896070171
851	0.4894642365
852	0.4893710742
853	0.4891747961
854	0.4890747041
855	0.4889870153
856	0.4887815925
857	0.4886574148
858	0.4884987588
859	0.4883294581
860	0.4881333181
861	0.4880119871
862	0.4878681568
863	0.4877562374
864	0.4875738858
865	0.4874612606
866	0.4873455939
867	0.4872520804
868	0.4871107662
869	0.4869441269
870	0.4867397477
871	0.4866017944
872	0.4864821197
873	0.4863120199
874	0.4862017507
875	0.4860573096
876	0.4858896724
877	0.4857524119
878	0.4856347533
879	0.4854789739
880	0.4853356591
881	0.4851673457
882	0.4850536752
883	0.4849051471
884	0.4847321735
885	0.48455622
886	0.4844292306
887	0.4843070539
888	0.4842300548
889	0.4841029494
890	0.4839510237
891	0.4838005171
892	0.4836692837
893	0.4835395342
894	0.4833874523
895	0.4832004105
896	0.4830569835
897	0.4830089616
898	0.4828907845
899	0.4827899174
900	0.4826759581
901	0.4825483098
902	0.4824760081
903	0.4823791247
904	0.4822887406
905	0.4821038741
906	0.4820192423
907	0.4818973214
908	0.4817891886
909	0.4816547374
910	0.4815107338
911	0.4813621918
912	0.4812350415
913	0.4810812354
914	0.4809043587
915	0.4807628316
916	0.480691358
917	0.4804961414
918	0.4803843065
919	0.4802951864
920	0.4801899729
921	0.4800568526
922	0.4798631155
923	0.4796627842
924	0.4794601887
925	0.4793371805
926	0.4791625979
927	0.4790705586
928	0.4789165761
929	0.4787699814
930	0.4786178716
931	0.4784743063
932	0.4783256744
933	0.478255595
934	0.4780674803
935	0.4779397603
936	0.4778350727
937	0.4777021149
938	0.4775639072
939	0.4774592928
940	0.4773144042
941	0.4772347515
942	0.4770313886
943	0.4768314249
944	0.4766640398
945	0.4765020766
946	0.4764076505
947	0.4762896613
948	0.4761734788
949	0.476029391
950	0.4758843081
951	0.4757479302
952	0.4756559374
953	0.4755261353
954	0.4753902421
955	0.475292933
956	0.4751712884
957	0.475032358
958	0.4748864586
959	0.4747624
960	0.4745984307
961	0.4744720093
962	0.4744109916
963	0.4743189428
964	0.4741561728
965	0.4740656398
966	0.4739442123
967	0.4737321713
968	0.4736130081
969	0.4734597437
970	0.4733205284
971	0.4732485389
972	0.4731546902
973	0.4729911122
974	0.4728986369
975	0.4727486425
976	0.4726052529
977	0.4724447562
978	0.4722871293
979	0.4721346488
980	0.4720468626
981	0.4719321183
982	0.4718142639
983	0.4716778093
984	0.4715504215
985	0.4714086455
986	0.4713096169
987	0.4711942522
988	0.471024438
989	0.4709301751
990	0.4707854648
991	0.4706294496
992	0.4704616411
993	0.470324935
994	0.4701871752
995	0.4700899041
996	0.4699525236
997	0.4698246928
998	0.4696857969
999	0.4695369308
